student_id,date_registered,total_minutes_watched,num_paid_days,buckets
273544,2022-05-11,150.64,4,"(120, 240]"
274371,2022-05-18,265.07,31,"(240, 480]"
274438,2022-05-19,89.37,165,"(60, 120]"
274273,2022-05-17,601.34,167,"(480, 1000]"
274402,2022-05-19,96.53,123,"(60, 120]"
274536,2022-05-20,1139.87,164,"(1000, 2000]"
274576,2022-05-20,1419.12,164,"(1000, 2000]"
273329,2022-05-09,713.98,164,"(480, 1000]"
269541,2022-04-03,1627.69,164,"(1000, 2000]"
274631,2022-05-21,98.25,163,"(60, 120]"
274639,2022-05-21,31.9,163,"(30, 60]"
270367,2022-04-10,880.45,199,"(480, 1000]"
274652,2022-05-21,159.71,163,"(120, 240]"
273994,2022-05-15,9.88,163,"(0, 30]"
274501,2022-05-19,297.31,31,"(240, 480]"
267824,2022-03-18,21.23,162,"(0, 30]"
274838,2022-05-23,82.53,161,"(60, 120]"
271508,2022-04-21,215.38,164,"(120, 240]"
274189,2022-05-17,282.34,24,"(240, 480]"
274940,2022-05-24,179.47,160,"(120, 240]"
274951,2022-05-24,63.33,160,"(60, 120]"
260929,2022-01-19,340.87,159,"(240, 480]"
275049,2022-05-25,59.02,159,"(30, 60]"
275056,2022-05-25,192.67,159,"(120, 240]"
275069,2022-05-26,90.84,158,"(60, 120]"
275020,2022-05-25,1193.26,21,"(1000, 2000]"
274630,2022-05-21,185.7,161,"(120, 240]"
275112,2022-05-26,151.63,158,"(120, 240]"
275098,2022-05-26,165.31,8,"(120, 240]"
275154,2022-05-26,280.99,157,"(240, 480]"
275103,2022-05-26,253.87,157,"(240, 480]"
268857,2022-03-29,41.53,163,"(30, 60]"
275113,2022-05-26,67.46,158,"(60, 120]"
274879,2022-05-23,20.16,159,"(0, 30]"
275275,2022-05-28,324.94,156,"(240, 480]"
275277,2022-05-28,1605.15,156,"(1000, 2000]"
275092,2022-05-26,33.01,156,"(30, 60]"
274836,2022-05-23,89.19,158,"(60, 120]"
275273,2022-05-28,234.16,156,"(120, 240]"
274929,2022-05-24,815.74,33,"(480, 1000]"
261693,2022-01-27,553.68,156,"(480, 1000]"
273599,2022-05-11,10.37,1,"(0, 30]"
275343,2022-05-29,57.72,155,"(30, 60]"
275389,2022-05-30,234.15,154,"(120, 240]"
275286,2022-05-28,1124.92,155,"(1000, 2000]"
270183,2022-04-09,49.71,154,"(30, 60]"
275373,2022-05-29,57.22,155,"(30, 60]"
275498,2022-05-31,137.12,153,"(120, 240]"
274901,2022-05-24,354.88,154,"(240, 480]"
275442,2022-05-30,1903.36,154,"(1000, 2000]"
275132,2022-05-26,924.56,153,"(480, 1000]"
275552,2022-05-31,450.28,153,"(240, 480]"
275565,2022-05-31,13.65,1,"(0, 30]"
275039,2022-05-25,47.13,30,"(30, 60]"
275408,2022-05-30,83.79,153,"(60, 120]"
275503,2022-05-31,3.57,153,"(0, 30]"
272570,2022-05-02,389.69,152,"(240, 480]"
275644,2022-06-01,60.42,152,"(60, 120]"
275165,2022-05-27,736.01,152,"(480, 1000]"
275534,2022-05-31,70.78,152,"(60, 120]"
275253,2022-05-28,56.17,152,"(30, 60]"
267878,2022-03-18,92.77,152,"(60, 120]"
275684,2022-06-01,525.99,152,"(480, 1000]"
275513,2022-05-31,136.49,153,"(120, 240]"
275591,2022-05-31,443.98,153,"(240, 480]"
275413,2022-05-30,300.68,153,"(240, 480]"
275554,2022-05-31,361.92,153,"(240, 480]"
271054,2022-04-17,22.62,5,"(0, 30]"
275590,2022-05-31,1342.38,153,"(1000, 2000]"
275293,2022-05-28,104.56,155,"(60, 120]"
275572,2022-05-31,108.91,153,"(60, 120]"
274994,2022-05-25,484.3,152,"(480, 1000]"
275008,2022-05-25,191.36,155,"(120, 240]"
275574,2022-05-31,442.6,153,"(240, 480]"
274585,2022-05-20,30.05,164,"(30, 60]"
275788,2022-06-01,354.59,30,"(240, 480]"
275575,2022-05-31,60.3,5,"(60, 120]"
274475,2022-05-19,584.11,153,"(480, 1000]"
275592,2022-06-01,65,152,"(60, 120]"
275215,2022-05-27,140.18,151,"(120, 240]"
271125,2022-04-18,10.53,154,"(0, 30]"
275081,2022-05-26,58.91,158,"(30, 60]"
276232,2022-06-02,295.22,150,"(240, 480]"
275440,2022-05-30,93.67,152,"(60, 120]"
276420,2022-06-03,875.31,150,"(480, 1000]"
275548,2022-05-31,627.64,153,"(480, 1000]"
275100,2022-05-26,1604.8,153,"(1000, 2000]"
276261,2022-06-03,222.83,25,"(120, 240]"
275589,2022-05-31,108.28,152,"(60, 120]"
276480,2022-06-04,163.37,149,"(120, 240]"
268827,2022-03-28,902.79,217,"(480, 1000]"
270633,2022-04-13,683.56,30,"(480, 1000]"
275660,2022-06-01,18.66,152,"(0, 30]"
274278,2022-05-18,145.9,154,"(120, 240]"
264954,2022-02-25,681.84,30,"(480, 1000]"
276383,2022-06-03,107.28,148,"(60, 120]"
275518,2022-05-31,120.21,152,"(120, 240]"
276666,2022-06-05,44.19,148,"(30, 60]"
269937,2022-04-07,629.31,153,"(480, 1000]"
275516,2022-05-31,107.09,152,"(60, 120]"
275799,2022-06-01,411.36,150,"(240, 480]"
276265,2022-06-03,280.65,30,"(240, 480]"
268877,2022-03-29,22.37,216,"(0, 30]"
276783,2022-06-06,1722.24,122,"(1000, 2000]"
276857,2022-06-07,48.55,146,"(30, 60]"
274460,2022-05-19,665.45,146,"(480, 1000]"
276998,2022-06-08,456.6,145,"(240, 480]"
275598,2022-06-01,52.73,152,"(30, 60]"
277099,2022-06-08,250.86,145,"(240, 480]"
277135,2022-06-09,60.99,25,"(60, 120]"
277182,2022-06-09,64.62,144,"(60, 120]"
277271,2022-06-10,152.16,143,"(120, 240]"
274766,2022-05-23,42.37,161,"(30, 60]"
276598,2022-06-05,272.95,142,"(240, 480]"
270928,2022-04-15,388.36,155,"(240, 480]"
277521,2022-06-12,161.3,61,"(120, 240]"
261004,2022-01-20,360.16,152,"(240, 480]"
277544,2022-06-12,102.58,141,"(60, 120]"
276887,2022-06-07,390.6,141,"(240, 480]"
276781,2022-06-06,8.4,141,"(0, 30]"
275468,2022-05-30,1046.21,154,"(1000, 2000]"
277285,2022-06-10,1010.03,140,"(1000, 2000]"
263456,2022-02-12,559.57,155,"(480, 1000]"
276542,2022-06-04,215.29,63,"(120, 240]"
277704,2022-06-14,36.53,139,"(30, 60]"
274985,2022-05-25,71.72,159,"(60, 120]"
277766,2022-06-14,109.12,139,"(60, 120]"
275479,2022-05-30,498.88,154,"(480, 1000]"
277508,2022-06-12,2272.12,139,"(2000, 3000]"
277670,2022-06-13,33.47,140,"(30, 60]"
273992,2022-05-15,523.06,154,"(480, 1000]"
277791,2022-06-14,671.57,28,"(480, 1000]"
277945,2022-06-15,311.77,5,"(240, 480]"
275570,2022-05-31,51.21,137,"(30, 60]"
277964,2022-06-16,619.61,137,"(480, 1000]"
277105,2022-06-08,62.5,144,"(60, 120]"
277814,2022-06-14,42.97,122,"(30, 60]"
277845,2022-06-15,309.04,136,"(240, 480]"
277880,2022-06-15,6.18,61,"(0, 30]"
278080,2022-06-16,166.07,135,"(120, 240]"
272792,2022-05-04,66.49,107,"(60, 120]"
277410,2022-06-11,624.95,142,"(480, 1000]"
271837,2022-04-24,298.99,92,"(240, 480]"
275422,2022-05-30,216.98,153,"(120, 240]"
277556,2022-06-12,420.98,141,"(240, 480]"
276510,2022-06-04,1099.99,149,"(1000, 2000]"
278326,2022-06-18,481.81,31,"(480, 1000]"
278509,2022-06-19,648.88,133,"(480, 1000]"
271768,2022-04-24,2.83,189,"(0, 30]"
277419,2022-06-11,213.38,137,"(120, 240]"
278695,2022-06-20,95.58,133,"(60, 120]"
278723,2022-06-21,114.75,132,"(60, 120]"
277977,2022-06-16,10.13,132,"(0, 30]"
278582,2022-06-20,1806.61,132,"(1000, 2000]"
278758,2022-06-21,341.43,131,"(240, 480]"
278851,2022-06-22,3128.51,131,"(3000, 4000]"
278882,2022-06-22,174.78,131,"(120, 240]"
278701,2022-06-20,798.85,133,"(480, 1000]"
278927,2022-06-22,1460.92,131,"(1000, 2000]"
278129,2022-06-17,707.01,132,"(480, 1000]"
278995,2022-06-23,162.3,130,"(120, 240]"
278905,2022-06-22,118.22,130,"(60, 120]"
278215,2022-06-17,45.3,129,"(30, 60]"
275629,2022-06-01,77.83,152,"(60, 120]"
278915,2022-06-22,45.76,131,"(30, 60]"
274087,2022-05-16,232.47,154,"(120, 240]"
275173,2022-05-27,908.81,123,"(480, 1000]"
278881,2022-06-22,1746.2,130,"(1000, 2000]"
279394,2022-06-27,9.89,126,"(0, 30]"
278716,2022-06-20,449.36,126,"(240, 480]"
279132,2022-06-24,221.17,11,"(120, 240]"
277668,2022-06-13,115.2,133,"(60, 120]"
278444,2022-06-19,201.73,126,"(120, 240]"
279468,2022-06-27,532.39,61,"(480, 1000]"
275533,2022-05-31,104.59,153,"(60, 120]"
279264,2022-06-26,855.56,62,"(480, 1000]"
272213,2022-04-28,105.27,125,"(60, 120]"
279625,2022-06-28,192.74,124,"(120, 240]"
278906,2022-06-22,586.66,125,"(480, 1000]"
279766,2022-06-30,182.87,61,"(120, 240]"
279909,2022-07-01,416.95,122,"(240, 480]"
280011,2022-07-01,7.9,31,"(0, 30]"
280019,2022-07-02,537.1,121,"(480, 1000]"
280067,2022-07-02,896.08,121,"(480, 1000]"
279178,2022-06-25,1000.2,121,"(1000, 2000]"
280126,2022-07-02,204.83,120,"(120, 240]"
280140,2022-07-03,30.88,31,"(30, 60]"
278483,2022-06-19,176.52,62,"(120, 240]"
276104,2022-06-02,380.64,144,"(240, 480]"
279914,2022-07-01,61.86,119,"(60, 120]"
280159,2022-07-03,383.43,31,"(240, 480]"
279922,2022-07-01,14.03,118,"(0, 30]"
279482,2022-06-27,855.89,16,"(480, 1000]"
280461,2022-07-05,105.05,118,"(60, 120]"
278822,2022-06-21,106.37,125,"(60, 120]"
280552,2022-07-06,939.82,117,"(480, 1000]"
280031,2022-07-02,285.12,116,"(240, 480]"
278633,2022-06-20,1.67,133,"(0, 30]"
279916,2022-07-01,27.65,116,"(0, 30]"
278539,2022-06-20,153.58,31,"(120, 240]"
280346,2022-07-05,236.85,92,"(120, 240]"
280724,2022-07-08,949.79,115,"(480, 1000]"
280193,2022-07-03,721.8,115,"(480, 1000]"
280811,2022-07-08,17.97,3,"(0, 30]"
280814,2022-07-08,519.01,94,"(480, 1000]"
280794,2022-07-08,423.85,115,"(240, 480]"
280818,2022-07-08,216.06,115,"(120, 240]"
280850,2022-07-09,405.04,113,"(240, 480]"
280868,2022-07-09,1393.15,113,"(1000, 2000]"
274780,2022-05-23,7.21,161,"(0, 30]"
280396,2022-07-05,44.4,112,"(30, 60]"
278586,2022-06-20,933.57,131,"(480, 1000]"
275800,2022-06-01,9.97,62,"(0, 30]"
281200,2022-07-11,438.1,31,"(240, 480]"
280412,2022-07-05,962.52,113,"(480, 1000]"
281095,2022-07-11,695.3,111,"(480, 1000]"
281243,2022-07-12,137.29,111,"(120, 240]"
278833,2022-06-21,108.99,31,"(60, 120]"
278531,2022-06-19,39.31,127,"(30, 60]"
281440,2022-07-13,975.72,110,"(480, 1000]"
278459,2022-06-19,2775.6,130,"(2000, 3000]"
279330,2022-06-26,180.44,127,"(120, 240]"
281512,2022-07-14,537.58,92,"(480, 1000]"
280863,2022-07-09,7.25,109,"(0, 30]"
280825,2022-07-08,43.96,108,"(30, 60]"
281299,2022-07-12,557.73,108,"(480, 1000]"
275371,2022-05-29,7.43,155,"(0, 30]"
279508,2022-06-28,723.16,107,"(480, 1000]"
281769,2022-07-16,137.14,107,"(120, 240]"
280932,2022-07-09,77.18,107,"(60, 120]"
280849,2022-07-09,93.84,111,"(60, 120]"
278366,2022-06-19,59.9,108,"(30, 60]"
281714,2022-07-16,142.96,105,"(120, 240]"
281742,2022-07-16,695.5,105,"(480, 1000]"
273161,2022-05-08,49.36,105,"(30, 60]"
281925,2022-07-18,362.21,105,"(240, 480]"
259190,2022-01-04,11.4,105,"(0, 30]"
282010,2022-07-18,135,105,"(120, 240]"
282022,2022-07-18,0.19,105,"(0, 30]"
278611,2022-06-20,946.12,105,"(480, 1000]"
277242,2022-06-09,824.81,104,"(480, 1000]"
271371,2022-04-20,336.76,188,"(240, 480]"
259884,2022-01-10,1222.63,207,"(1000, 2000]"
280821,2022-07-08,366.81,104,"(240, 480]"
282094,2022-07-19,133.13,62,"(120, 240]"
282107,2022-07-19,64.67,6,"(60, 120]"
282124,2022-07-19,128.47,104,"(120, 240]"
271306,2022-04-19,59.36,104,"(30, 60]"
282121,2022-07-19,930.57,103,"(480, 1000]"
282136,2022-07-20,91.08,103,"(60, 120]"
282066,2022-07-19,160.87,103,"(120, 240]"
274723,2022-05-22,362.18,30,"(240, 480]"
282164,2022-07-20,146.32,103,"(120, 240]"
259486,2022-01-06,35.55,103,"(30, 60]"
280547,2022-07-06,186.29,92,"(120, 240]"
281453,2022-07-14,419.49,103,"(240, 480]"
270245,2022-04-09,144.6,103,"(120, 240]"
282021,2022-07-18,67.91,13,"(60, 120]"
282207,2022-07-20,742.64,102,"(480, 1000]"
261704,2022-01-27,0.68,277,"(0, 30]"
281331,2022-07-13,440.11,110,"(240, 480]"
267235,2022-03-14,61.4,154,"(60, 120]"
278101,2022-06-17,75.24,102,"(60, 120]"
282214,2022-07-21,60.69,102,"(60, 120]"
281966,2022-07-18,589.18,102,"(480, 1000]"
282283,2022-07-21,510.86,102,"(480, 1000]"
282290,2022-07-22,23.11,5,"(0, 30]"
261333,2022-01-23,273.19,102,"(240, 480]"
282322,2022-07-22,385.69,26,"(240, 480]"
282344,2022-07-22,151.44,101,"(120, 240]"
282362,2022-07-22,15.13,101,"(0, 30]"
272089,2022-04-27,919.54,100,"(480, 1000]"
275307,2022-05-29,715.68,100,"(480, 1000]"
282393,2022-07-23,19.57,100,"(0, 30]"
282426,2022-07-23,178.11,100,"(120, 240]"
282443,2022-07-23,237.81,100,"(120, 240]"
282446,2022-07-23,335.51,100,"(240, 480]"
280953,2022-07-10,107.54,99,"(60, 120]"
281010,2022-07-10,197.65,62,"(120, 240]"
282462,2022-07-24,622.2,99,"(480, 1000]"
269748,2022-04-05,131.67,100,"(120, 240]"
282500,2022-07-24,186.12,99,"(120, 240]"
272144,2022-04-27,306.13,99,"(240, 480]"
282402,2022-07-23,1018.48,98,"(1000, 2000]"
281885,2022-07-17,137.44,99,"(120, 240]"
281608,2022-07-15,606.34,98,"(480, 1000]"
282576,2022-07-25,286.32,98,"(240, 480]"
282603,2022-07-25,46.73,98,"(30, 60]"
282608,2022-07-25,5.42,98,"(0, 30]"
282617,2022-07-25,85.3,98,"(60, 120]"
268572,2022-03-25,25.78,220,"(0, 30]"
282614,2022-07-25,172.24,98,"(120, 240]"
282637,2022-07-26,539.06,97,"(480, 1000]"
282408,2022-07-23,814.24,97,"(480, 1000]"
282564,2022-07-25,531.68,97,"(480, 1000]"
278409,2022-06-19,389.92,97,"(240, 480]"
272145,2022-04-27,110.24,98,"(60, 120]"
282546,2022-07-25,106.15,98,"(60, 120]"
282442,2022-07-23,652.77,92,"(480, 1000]"
282575,2022-07-25,1361.37,97,"(1000, 2000]"
282595,2022-07-25,621.84,98,"(480, 1000]"
269321,2022-04-02,275.83,97,"(240, 480]"
282572,2022-07-25,28.55,98,"(0, 30]"
282700,2022-07-26,711.18,16,"(480, 1000]"
265680,2022-03-02,18.66,97,"(0, 30]"
282318,2022-07-22,1735.72,97,"(1000, 2000]"
282724,2022-07-26,111.46,97,"(60, 120]"
282668,2022-07-26,388,97,"(240, 480]"
278088,2022-06-16,109.28,31,"(60, 120]"
282726,2022-07-26,1419.54,97,"(1000, 2000]"
266456,2022-03-08,6.82,97,"(0, 30]"
282697,2022-07-26,399.75,97,"(240, 480]"
279537,2022-06-28,121.54,97,"(120, 240]"
268715,2022-03-27,44.15,218,"(30, 60]"
282731,2022-07-27,13.83,96,"(0, 30]"
282738,2022-07-27,137.41,96,"(120, 240]"
282741,2022-07-27,107.51,96,"(60, 120]"
282304,2022-07-22,757.64,97,"(480, 1000]"
280379,2022-07-05,832.96,97,"(480, 1000]"
282779,2022-07-27,559.81,96,"(480, 1000]"
282776,2022-07-27,272.26,96,"(240, 480]"
281870,2022-07-17,1427.96,96,"(1000, 2000]"
282275,2022-07-21,36.18,1,"(30, 60]"
282813,2022-07-27,584.38,27,"(480, 1000]"
282757,2022-07-27,456.85,96,"(240, 480]"
282504,2022-07-24,10.48,98,"(0, 30]"
273136,2022-05-07,256.56,96,"(240, 480]"
282791,2022-07-27,68.92,96,"(60, 120]"
281447,2022-07-13,42.25,110,"(30, 60]"
282356,2022-07-22,41.02,101,"(30, 60]"
282033,2022-07-19,954.15,95,"(480, 1000]"
259361,2022-01-05,204,95,"(120, 240]"
282753,2022-07-27,10.47,96,"(0, 30]"
282553,2022-07-25,260.28,96,"(240, 480]"
282892,2022-07-28,479.12,95,"(240, 480]"
282237,2022-07-21,74.55,96,"(60, 120]"
282911,2022-07-28,6.57,95,"(0, 30]"
282901,2022-07-28,799.67,95,"(480, 1000]"
282582,2022-07-25,30.57,98,"(30, 60]"
282920,2022-07-28,514.35,95,"(480, 1000]"
282359,2022-07-22,23.72,6,"(0, 30]"
282950,2022-07-29,143.06,94,"(120, 240]"
282526,2022-07-25,117.08,96,"(60, 120]"
282956,2022-07-29,83.18,94,"(60, 120]"
282926,2022-07-29,572.64,94,"(480, 1000]"
282829,2022-07-27,878.27,94,"(480, 1000]"
282691,2022-07-26,100.22,97,"(60, 120]"
274882,2022-05-24,17.5,154,"(0, 30]"
282940,2022-07-29,373.86,94,"(240, 480]"
279428,2022-06-27,165.65,95,"(120, 240]"
282330,2022-07-22,231.85,101,"(120, 240]"
282507,2022-07-24,525.27,93,"(480, 1000]"
283116,2022-07-30,10.38,93,"(0, 30]"
283162,2022-07-30,239.37,31,"(120, 240]"
282839,2022-07-28,1370.01,94,"(1000, 2000]"
283318,2022-08-01,132.71,91,"(120, 240]"
282758,2022-07-27,702.96,96,"(480, 1000]"
261716,2022-01-27,91.19,61,"(60, 120]"
282705,2022-07-26,1027.02,97,"(1000, 2000]"
282939,2022-07-29,31.87,94,"(30, 60]"
283154,2022-07-30,327.27,93,"(240, 480]"
282751,2022-07-27,921.31,90,"(480, 1000]"
283029,2022-07-30,880.94,93,"(480, 1000]"
283023,2022-07-29,0.33,91,"(0, 30]"
283025,2022-07-29,335.88,90,"(240, 480]"
278789,2022-06-21,1860.54,90,"(1000, 2000]"
282949,2022-07-29,38.1,94,"(30, 60]"
279228,2022-06-25,1206.35,105,"(1000, 2000]"
276671,2022-06-05,390.82,148,"(240, 480]"
283286,2022-07-31,41.48,90,"(30, 60]"
283598,2022-08-02,240.48,31,"(240, 480]"
282880,2022-07-28,118.7,95,"(60, 120]"
283636,2022-08-02,297.21,90,"(240, 480]"
282560,2022-07-25,643.47,98,"(480, 1000]"
283130,2022-07-30,220.32,93,"(120, 240]"
271720,2022-04-23,65.75,191,"(60, 120]"
283771,2022-08-03,29.83,89,"(0, 30]"
282935,2022-07-29,869.97,94,"(480, 1000]"
282626,2022-07-26,173.67,94,"(120, 240]"
282729,2022-07-26,319.16,96,"(240, 480]"
283745,2022-08-03,443.79,88,"(240, 480]"
282995,2022-07-29,816.32,88,"(480, 1000]"
283927,2022-08-04,199.81,6,"(120, 240]"
283824,2022-08-04,1311.49,87,"(1000, 2000]"
283357,2022-08-01,604.48,87,"(480, 1000]"
284028,2022-08-05,383.89,87,"(240, 480]"
284066,2022-08-05,710.51,87,"(480, 1000]"
282541,2022-07-25,331.37,98,"(240, 480]"
284167,2022-08-06,12.92,86,"(0, 30]"
283696,2022-08-03,1192.46,61,"(1000, 2000]"
284311,2022-08-07,129.18,31,"(120, 240]"
283300,2022-07-31,372.59,89,"(240, 480]"
284110,2022-08-06,66.72,84,"(60, 120]"
284194,2022-08-06,546.99,31,"(480, 1000]"
282520,2022-07-24,109.1,61,"(60, 120]"
284344,2022-08-08,2.9,61,"(0, 30]"
284379,2022-08-08,328.01,84,"(240, 480]"
282960,2022-07-29,127.18,88,"(120, 240]"
284152,2022-08-06,453.69,86,"(240, 480]"
284292,2022-08-07,172.82,61,"(120, 240]"
283576,2022-08-02,517.06,83,"(480, 1000]"
283887,2022-08-04,927.35,83,"(480, 1000]"
278421,2022-06-19,224.53,96,"(120, 240]"
283584,2022-08-02,202.71,84,"(120, 240]"
282825,2022-07-27,56.53,96,"(30, 60]"
284402,2022-08-08,273.04,83,"(240, 480]"
281337,2022-07-13,7.14,98,"(0, 30]"
284512,2022-08-09,39.5,83,"(30, 60]"
284633,2022-08-10,427.53,82,"(240, 480]"
284492,2022-08-09,169.28,83,"(120, 240]"
284415,2022-08-08,148.97,82,"(120, 240]"
280853,2022-07-09,310.33,95,"(240, 480]"
282948,2022-07-29,268.06,94,"(240, 480]"
284266,2022-08-07,746.12,81,"(480, 1000]"
284858,2022-08-11,1724.8,81,"(1000, 2000]"
271098,2022-04-17,112.11,153,"(60, 120]"
285154,2022-08-12,655.54,80,"(480, 1000]"
285252,2022-08-13,522.05,31,"(480, 1000]"
285276,2022-08-13,41.55,79,"(30, 60]"
277353,2022-06-11,2023.58,78,"(2000, 3000]"
285283,2022-08-13,237.44,31,"(120, 240]"
282833,2022-07-28,1.2,95,"(0, 30]"
271082,2022-04-17,7.64,153,"(0, 30]"
283923,2022-08-04,53.19,81,"(30, 60]"
284072,2022-08-05,1164.54,87,"(1000, 2000]"
265210,2022-02-27,232.23,65,"(120, 240]"
284748,2022-08-10,57.79,31,"(30, 60]"
285322,2022-08-13,395.49,74,"(240, 480]"
287006,2022-08-18,124.95,74,"(120, 240]"
287245,2022-08-19,61.03,31,"(60, 120]"
273132,2022-05-07,706.02,61,"(480, 1000]"
287214,2022-08-19,263.17,31,"(240, 480]"
287373,2022-08-20,366.13,72,"(240, 480]"
286865,2022-08-17,155.11,31,"(120, 240]"
287434,2022-08-20,31.18,72,"(30, 60]"
287334,2022-08-20,958.93,72,"(480, 1000]"
287331,2022-08-20,401.18,71,"(240, 480]"
287548,2022-08-22,213.25,70,"(120, 240]"
287526,2022-08-21,575.31,71,"(480, 1000]"
287632,2022-08-22,459.13,70,"(240, 480]"
287618,2022-08-22,64.34,30,"(60, 120]"
286190,2022-08-15,170.9,70,"(120, 240]"
275246,2022-05-28,129.28,156,"(120, 240]"
283031,2022-07-30,234.34,30,"(120, 240]"
287330,2022-08-20,1237.65,31,"(1000, 2000]"
287478,2022-08-21,33.63,71,"(30, 60]"
274464,2022-05-19,155.78,62,"(120, 240]"
280000,2022-07-01,91.48,122,"(60, 120]"
287238,2022-08-19,895.06,69,"(480, 1000]"
277461,2022-06-11,64.55,136,"(60, 120]"
286753,2022-08-17,68.85,69,"(60, 120]"
287926,2022-08-24,49.15,68,"(30, 60]"
285201,2022-08-13,139.68,31,"(120, 240]"
287436,2022-08-20,888.88,71,"(480, 1000]"
288003,2022-08-25,278.91,67,"(240, 480]"
286834,2022-08-17,1303.77,66,"(1000, 2000]"
288098,2022-08-25,551.31,67,"(480, 1000]"
283115,2022-07-30,45.48,65,"(30, 60]"
288122,2022-08-26,30.71,66,"(30, 60]"
271925,2022-04-25,1425.93,152,"(1000, 2000]"
288484,2022-08-28,242.02,63,"(240, 480]"
288702,2022-08-30,333.27,6,"(240, 480]"
288430,2022-08-28,50.76,64,"(30, 60]"
287102,2022-08-18,1.2,67,"(0, 30]"
288579,2022-08-29,915.17,63,"(480, 1000]"
288771,2022-08-30,194.99,27,"(120, 240]"
287688,2022-08-23,263.39,63,"(240, 480]"
287490,2022-08-21,1119.09,61,"(1000, 2000]"
287473,2022-08-21,525.53,64,"(480, 1000]"
288926,2022-08-31,251.53,30,"(240, 480]"
285581,2022-08-15,53.77,63,"(30, 60]"
289048,2022-09-01,437.48,60,"(240, 480]"
289066,2022-09-01,80.27,60,"(60, 120]"
288853,2022-08-31,56.37,60,"(30, 60]"
288487,2022-08-28,291.15,60,"(240, 480]"
289096,2022-09-02,90.1,30,"(60, 120]"
261972,2022-01-29,357.43,101,"(240, 480]"
289210,2022-09-02,255.17,59,"(240, 480]"
289218,2022-09-02,26.04,27,"(0, 30]"
277591,2022-06-13,206.41,139,"(120, 240]"
289260,2022-09-03,252.25,30,"(240, 480]"
289177,2022-09-02,1561.65,30,"(1000, 2000]"
288690,2022-08-30,69.68,62,"(60, 120]"
289118,2022-09-02,203.6,8,"(120, 240]"
275583,2022-05-31,856.4,153,"(480, 1000]"
289329,2022-09-03,193.52,57,"(120, 240]"
284141,2022-08-06,650.88,79,"(480, 1000]"
288884,2022-08-31,1124.09,55,"(1000, 2000]"
289580,2022-09-06,94.63,55,"(60, 120]"
277078,2022-06-08,56.92,145,"(30, 60]"
289666,2022-09-06,39.27,55,"(30, 60]"
289517,2022-09-05,462.29,54,"(240, 480]"
289802,2022-09-07,1014.2,34,"(1000, 2000]"
289827,2022-09-07,120,54,"(60, 120]"
289711,2022-09-07,66.09,29,"(60, 120]"
288808,2022-08-31,93.79,61,"(60, 120]"
289798,2022-09-07,653.13,51,"(480, 1000]"
290350,2022-09-12,72.86,30,"(60, 120]"
290426,2022-09-12,219.68,49,"(120, 240]"
288665,2022-08-30,54.6,56,"(30, 60]"
290303,2022-09-11,63,50,"(60, 120]"
289024,2022-09-01,909.06,53,"(480, 1000]"
290600,2022-09-13,5.32,1,"(0, 30]"
290775,2022-09-15,58.29,30,"(30, 60]"
288442,2022-08-28,1.27,59,"(0, 30]"
282748,2022-07-27,42.92,96,"(30, 60]"
290039,2022-09-09,169.75,45,"(120, 240]"
289805,2022-09-07,491.99,54,"(480, 1000]"
291116,2022-09-18,3120.94,43,"(3000, 4000]"
289244,2022-09-03,1619.12,43,"(1000, 2000]"
289910,2022-09-08,832.76,33,"(480, 1000]"
291011,2022-09-16,33.69,43,"(30, 60]"
290953,2022-09-16,493.77,43,"(480, 1000]"
291234,2022-09-19,73.96,42,"(60, 120]"
291165,2022-09-18,40.35,42,"(30, 60]"
290444,2022-09-13,726.04,42,"(480, 1000]"
274317,2022-05-18,252.6,42,"(240, 480]"
289790,2022-09-07,157.47,2,"(120, 240]"
277657,2022-06-13,99.66,42,"(60, 120]"
291347,2022-09-19,428.69,30,"(240, 480]"
289601,2022-09-06,36.63,41,"(30, 60]"
270435,2022-04-11,88,30,"(60, 120]"
289823,2022-09-07,122.91,41,"(120, 240]"
291401,2022-09-20,806.94,41,"(480, 1000]"
291400,2022-09-20,462.54,41,"(240, 480]"
291250,2022-09-19,177.27,41,"(120, 240]"
291356,2022-09-19,45.67,41,"(30, 60]"
291452,2022-09-20,707.19,41,"(480, 1000]"
291458,2022-09-20,79.02,41,"(60, 120]"
287737,2022-08-23,1285.03,69,"(1000, 2000]"
290027,2022-09-09,6.8,41,"(0, 30]"
291404,2022-09-20,290.24,40,"(240, 480]"
289769,2022-09-07,675.98,40,"(480, 1000]"
282244,2022-07-21,25.59,40,"(0, 30]"
282713,2022-07-26,119.44,96,"(60, 120]"
274663,2022-05-21,531.94,153,"(480, 1000]"
291565,2022-09-21,107.88,40,"(60, 120]"
280644,2022-07-07,846.84,28,"(480, 1000]"
291366,2022-09-19,151.02,42,"(120, 240]"
291713,2022-09-22,174.6,30,"(120, 240]"
288782,2022-08-30,224.06,39,"(120, 240]"
275766,2022-06-01,63,39,"(60, 120]"
288691,2022-08-30,981.6,56,"(480, 1000]"
291575,2022-09-21,196.59,13,"(120, 240]"
291745,2022-09-22,33.19,39,"(30, 60]"
285504,2022-08-15,600.76,38,"(480, 1000]"
291769,2022-09-23,3235.79,38,"(3000, 4000]"
291743,2022-09-22,319.53,39,"(240, 480]"
290989,2022-09-16,226.1,38,"(120, 240]"
